c,10.08,12.24,0,12,9,6,5,23,11,14,12,13,5,1,2,1,1,2,0,3,3,2,2

c,11.76,16.8,0,10,8,5,6,15,4,16,10,12,2,1,2,1,1,2,0,3,2,2,1

c,8.16,10.88,0,16,6,7,6,20,9,17,11,12,6,1,1,2,1,3,0,2,2,2,2

c,12.88,20.240000000000002,0,15,5,5,5,19,0,25,10,13,1,1,1,1,1,2,0,1,2,2,1

c,5.279999999999999,4.8,1,10,9,3,20,11,11,14,8,12,8,1,2,1,1,6,1,3,2,3,2

c,4.4,4.4,1,13,9,4,7,23,11,11,12,13,9,1,1,1,1,3,1,2,2,2,3

c,5.279999999999999,5.279999999999999,1,14,11,8,7,19,15,14,10,10,10,1,3,1,1,3,1,3,2,2,2

c,8.4,7.199999999999999,1,11,7,4,11,17,16,13,12,5,4,0,2,1,2,4,2,3,2,1,0

c,8.16,10.88,0,14,5,5,6,18,9,14,10,10,5,1,1,1,1,1,0,2,2,2,2

c,6.16,7.280000000000001,1,10,9,7,5,20,11,16,11,9,4,0,3,1,1,1,0,3,3,2,1

c,12.24,10.799999999999999,1,9,6,6,11,16,15,13,9,5,6,0,1,1,2,1,0,2,2,1,1

c,3.6,3.2,1,15,9,5,20,12,12,12,14,13,10,1,2,1,2,1,1,3,2,2,2

c,2.52,2.88,1,11,11,6,0,23,12,14,10,12,3,1,4,1,0,3,2,3,2,2,1

c,3.96,4.4,1,16,8,5,11,20,12,11,15,12,10,1,1,1,1,4,1,2,3,3,3

c,0.36,2.88,1,5,6,5,4,6,0,4,22,0,0,1,1,1,0,1,0,0,2,0,0

c,5.44,10.88,1,6,5,6,5,6,0,19,4,5,0,1,1,1,1,1,0,0,2,1,0

c,3.3600000000000003,7.280000000000001,1,8,7,5,5,7,0,18,7,7,0,1,2,1,1,0,0,0,3,1,0

c,4.08,10.88,1,4,2,6,5,7,0,10,10,4,0,1,0,1,1,1,0,0,2,1,0

c,7.280000000000001,7.280000000000001,1,7,4,5,8,12,5,6,10,7,8,0,1,1,1,1,1,1,2,1,1

c,6.720000000000001,7.280000000000001,1,16,5,5,7,16,19,10,10,6,4,1,1,1,1,2,1,2,2,2,0

c,6.24,4.16,1,4,15,6,12,12,17,10,7,9,6,0,4,1,2,3,1,2,1,2,1

c,8.4,7.8,0,11,5,5,10,19,15,11,12,7,5,1,1,1,1,6,1,2,3,2,1

c,2.4000000000000004,3.6,1,5,7,2,5,13,2,20,5,5,0,1,2,0,2,1,0,4,1,1,0

c,3.6,2.8000000000000003,1,6,14,5,5,14,18,8,0,5,13,0,3,1,1,4,1,2,0,0,2

d,24.64,30.240000000000002,0,6,5,15,10,21,7,10,10,14,16,1,1,1,2,2,0,2,2,1,5

d,30.360000000000003,42.24,0,7,9,10,13,14,6,12,5,24,6,1,2,1,3,2,0,2,1,3,3

d,25.76,30.240000000000002,1,5,9,15,10,22,11,13,11,16,10,1,1,4,2,2,0,5,2,1,3

d,26.68,32.48,0,9,9,15,12,17,8,11,7,30,6,1,2,2,2,3,0,2,2,3,2

d,22.8,34.8,0,4,5,12,12,9,0,11,9,20,2,1,1,1,2,2,0,1,2,3,1

d,13.52,26.0,1,5,8,10,13,18,0,11,10,33,0,1,2,1,3,3,0,0,1,2,0

d,10.120000000000001,20.240000000000002,0,5,5,13,11,17,0,12,11,28,0,1,1,1,2,3,0,0,2,2,0

d,9.200000000000001,20.240000000000002,0,5,9,6,16,16,0,9,10,33,0,1,1,2,2,3,0,0,2,2,0

d,14.0,24.0,0,8,15,15,17,12,0,16,19,32,0,1,2,3,3,3,0,1,2,3,0

d,13.0,24.0,0,5,5,10,15,17,0,14,13,25,0,1,1,1,3,4,0,1,1,2,0

d,6.16,7.280000000000001,1,4,8,15,6,20,3,7,14,21,8,1,0,2,1,1,0,1,2,4,2

d,8.64,12.24,1,3,3,7,13,15,4,13,16,6,2,1,1,0,3,2,0,2,2,2,2

d,5.76,9.6,0,6,9,13,13,15,0,12,17,23,4,1,1,3,2,1,0,2,2,3,2

d,13.8,20.240000000000002,0,7,10,10,14,10,2,13,16,19,1,1,2,1,2,2,0,2,4,1,1

d,4.32,5.279999999999999,1,5,12,18,10,17,2,15,18,19,8,1,0,4,2,2,0,3,2,2,2

d,9.36,12.24,1,5,5,12,15,20,5,11,9,12,20,1,1,1,4,2,0,2,2,2,1

d,10.799999999999999,12.24,1,5,12,15,14,15,8,7,12,21,13,1,1,2,3,3,0,2,1,3,2

d,13.2,18.48,1,4,0,7,6,18,2,10,16,5,2,1,0,0,1,2,0,2,1,1,1

d,9.88,13.68,1,4,5,5,10,9,3,2,1,25,2,1,1,1,2,2,0,1,0,1,1

d,14.560000000000002,30.240000000000002,1,8,5,11,15,12,0,11,13,27,0,1,1,1,3,3,0,0,0,3,0

d,11.0,24.0,1,4,5,5,11,12,0,11,9,17,0,1,1,1,2,2,0,0,0,5,0

d,15.079999999999998,32.48,1,6,8,7,12,10,0,12,17,14,0,1,1,2,3,2,0,0,1,2,0

d,10.0,24.0,1,5,6,11,9,14,0,9,33,3,0,1,1,2,1,3,0,0,2,1,0

d,8.280000000000001,20.240000000000002,1,5,8,7,5,9,0,3,19,12,0,1,1,1,1,2,0,0,1,2,0

d,11.76,16.8,1,4,6,0,4,9,2,6,0,13,2,1,1,0,0,1,0,1,0,2,1

e,14.399999999999999,22.08,0,15,18,5,5,18,0,30,15,16,0,1,2,1,1,1,0,4,3,3,0

e,14.08,18.48,0,12,11,19,5,17,11,19,15,15,4,0,2,3,1,1,0,4,3,3,2

e,14.4,15.200000000000001,0,15,16,16,5,21,21,17,15,16,4,1,2,2,1,1,1,2,3,3,2

e,12.8,15.200000000000001,0,11,14,13,6,22,12,12,15,18,9,1,2,2,1,3,0,2,2,3,3

e,18.72,26.0,0,18,20,8,5,19,11,22,15,16,6,1,2,3,1,1,0,6,3,3,2

e,10.64,13.68,0,12,10,12,13,16,1,20,17,17,8,1,2,2,2,1,0,2,3,3,3

e,8.96,9.6,0,13,12,21,6,19,10,21,15,15,10,1,2,2,1,1,1,4,3,3,4

e,6.24,6.24,1,17,13,15,20,22,19,22,17,23,6,1,3,2,3,2,1,5,3,4,1

e,7.280000000000001,7.280000000000001,1,17,13,21,13,20,14,23,17,21,9,1,3,2,4,1,1,4,4,4,2

e,10.200000000000001,10.88,0,11,10,21,9,18,9,25,16,15,4,1,2,2,1,2,1,3,3,5,1

e,6.24,5.2,0,12,19,26,19,15,15,18,20,20,18,0,3,5,4,4,0,3,5,4,4

e,7.280000000000001,6.720000000000001,0,16,17,21,18,18,14,20,21,21,14,1,4,3,4,5,0,4,3,4,3

e,5.279999999999999,5.279999999999999,0,12,19,25,18,18,12,18,21,21,20,1,4,5,2,4,1,3,5,5,5

e,8.4,6.6,0,12,21,23,21,4,12,16,17,22,14,0,3,2,3,2,1,3,3,6,4

e,6.24,5.720000000000001,0,12,26,14,19,17,15,15,17,20,21,0,5,4,2,4,1,3,3,3,5

e,6.4,15.200000000000001,1,9,10,10,9,9,0,17,18,12,0,1,3,2,2,2,0,0,2,3,0

e,2.8000000000000003,7.280000000000001,1,6,9,11,7,9,0,12,15,15,0,1,2,2,1,1,0,0,3,4,0

e,3.4000000000000004,10.88,1,7,11,11,9,7,0,9,24,12,0,1,2,1,2,2,0,0,7,4,0

e,3.2,9.6,1,7,6,7,9,9,0,8,19,11,0,1,2,1,1,1,0,0,3,3,0

e,6.12,10.88,1,5,6,12,0,9,0,10,11,11,0,1,0,3,0,1,0,1,2,2,0

e,4.760000000000001,10.88,1,3,0,6,8,10,0,8,14,5,0,1,0,0,2,1,0,0,2,2,0

e,3.6,3.6,1,12,10,21,5,19,21,17,16,8,5,1,1,3,1,2,2,3,3,3,1

e,8.4,6.6,1,13,16,14,13,11,14,14,15,10,14,0,3,4,1,4,1,2,3,2,3

e,6.0,8.4,1,9,6,7,6,11,2,11,19,5,2,1,2,1,0,2,0,2,4,1,1

e,3.6,3.2,1,20,6,5,5,7,21,12,5,0,5,2,1,1,1,2,1,3,1,0,1

f,21.84,68.88,0,8,5,11,5,6,0,1,30,4,0,1,1,1,1,1,0,0,1,2,0

f,29.24,72.24,0,10,5,10,5,5,0,19,12,4,0,1,1,1,1,1,0,0,2,1,0

f,19.24,53.28,0,9,6,10,5,5,0,7,23,5,0,1,2,1,1,1,0,0,6,2,0

f,20.8,62.400000000000006,0,8,7,10,5,5,0,0,30,5,0,0,2,1,1,1,0,0,5,3,0

f,36.96,68.88,0,8,5,13,5,9,0,6,28,6,0,1,1,2,1,1,0,0,3,2,0

f,17.36,37.2,0,6,12,5,12,5,0,3,25,12,0,1,2,1,1,1,0,0,1,3,0

f,15.84,42.24,1,8,10,5,9,5,0,3,30,4,0,1,2,1,1,1,0,0,2,2,0

f,10.44,32.48,0,9,10,7,12,3,0,3,34,4,0,1,2,1,2,0,0,0,3,2,0

f,12.8,39.68,0,10,7,5,11,2,0,3,24,8,0,1,2,1,2,1,0,0,2,3,0

f,15.36,39.68,0,8,5,6,9,5,0,2,23,8,0,1,1,1,1,1,0,0,1,2,0

f,14.72,20.240000000000002,1,7,9,7,19,7,1,13,15,17,3,1,2,1,2,1,0,2,2,3,1

f,9.88,13.68,1,9,10,11,15,8,5,14,14,18,2,1,1,1,3,2,0,2,2,3,1

f,10.92,16.8,0,8,10,7,18,8,1,8,19,19,4,1,2,2,1,2,0,1,2,3,2

f,12.32,18.48,1,9,9,10,12,8,1,7,19,20,1,1,1,2,1,2,0,1,1,3,1

f,11.44,18.48,0,9,11,8,18,5,0,7,20,23,1,1,2,1,2,1,0,1,3,3,1

f,5.6000000000000005,30.240000000000002,0,8,5,5,5,5,0,0,27,1,0,1,1,1,1,1,0,0,3,1,0

f,9.6,34.8,1,7,5,3,4,5,0,9,12,3,0,0,1,1,0,1,0,0,1,1,0

f,6.2,37.2,1,7,7,6,5,5,0,0,30,0,0,1,2,1,1,1,0,0,5,0,0

f,13.68,56.24,1,3,4,7,3,5,0,0,21,1,0,0,0,1,1,1,0,0,0,1,0

f,9.72,28.080000000000002,1,0,3,3,7,1,0,4,8,2,0,0,0,0,2,0,0,0,2,1,0

f,8.64,28.080000000000002,1,0,0,9,0,0,0,1,6,2,0,0,0,0,0,0,0,0,1,1,0

f,7.36,20.240000000000002,1,7,5,5,7,4,0,14,9,5,0,1,1,1,2,1,0,0,3,2,0

f,19.2,34.8,1,6,10,5,13,5,0,4,23,12,0,1,2,1,2,1,0,1,1,1,0

f,7.4399999999999995,37.2,1,4,0,5,0,0,0,0,8,1,0,1,0,0,0,0,0,0,1,1,0

f,13.44,22.08,1,7,8,6,10,5,0,20,9,7,0,1,2,2,1,1,0,1,2,0,0

g,19.8,42.24,0,12,10,14,10,18,0,13,25,26,0,1,2,2,1,2,0,0,5,4,0

g,28.799999999999997,50.4,0,12,14,11,9,11,0,17,34,6,0,1,2,2,1,2,0,0,4,1,0

g,24.96,59.28,0,10,11,11,7,12,0,13,15,23,0,1,2,3,1,2,0,0,3,5,0

g,30.799999999999997,47.599999999999994,0,13,16,16,10,12,0,23,37,7,0,1,3,2,2,2,0,1,4,2,0

g,20.400000000000002,44.88,0,10,10,13,9,12,0,7,20,27,0,1,2,3,1,2,0,0,6,3,0

g,12.48,22.08,0,13,14,13,6,17,0,16,15,32,0,1,3,2,1,2,0,0,3,5,0

g,14.08,18.48,0,10,10,17,9,6,8,10,26,6,2,1,2,2,2,1,0,2,3,1,1

g,12.48,22.08,0,10,11,10,8,11,0,11,20,19,0,1,2,2,2,2,0,0,2,3,0

g,12.48,26.0,0,10,10,12,8,10,0,12,23,15,0,1,2,3,1,2,0,0,2,2,0

g,13.52,26.0,0,12,11,12,7,11,0,13,23,17,0,1,2,2,1,2,0,0,2,2,0

g,7.199999999999999,12.24,0,11,16,11,6,13,0,10,29,18,0,2,3,3,1,2,0,1,3,4,0

g,9.120000000000001,13.68,0,12,16,12,6,12,1,12,27,16,2,1,3,1,1,1,0,1,3,3,1

g,9.24,16.8,0,15,12,10,5,11,0,13,24,16,0,1,3,3,1,1,0,1,3,3,0

g,8.36,13.68,1,12,13,8,6,13,1,9,25,17,0,1,4,2,1,2,0,1,3,3,0

g,10.08,16.8,1,8,19,10,6,11,0,11,27,15,1,0,3,2,1,1,0,1,2,3,1

g,15.120000000000001,28.080000000000002,1,5,6,9,7,10,0,5,27,5,0,1,1,2,2,2,0,0,2,1,0

g,10.56,42.24,1,6,4,5,8,4,0,0,14,13,0,1,1,1,1,1,0,0,2,5,0

g,9.799999999999999,47.599999999999994,1,1,7,5,5,5,0,0,23,0,0,1,1,1,1,1,0,0,1,0,0

g,14.879999999999999,37.2,1,2,5,9,7,6,0,7,19,3,0,1,0,2,0,2,0,0,2,1,0

g,10.559999999999999,22.08,1,6,10,5,5,5,0,13,13,5,0,1,2,1,1,1,0,0,2,1,0

g,13.600000000000001,44.88,1,2,0,6,5,5,0,2,14,2,0,1,0,1,1,1,0,0,2,1,0

g,7.6,13.68,1,9,13,16,5,8,0,10,12,29,0,1,2,2,1,2,0,0,2,2,0

g,13.68,13.68,1,13,16,18,10,5,12,4,17,20,9,1,3,4,4,1,1,1,2,3,1

g,11.4,13.68,1,15,12,20,5,5,12,11,22,8,4,3,3,2,1,1,0,3,2,1,1

g,8.4,16.8,1,8,12,10,7,7,0,9,10,25,0,1,2,2,1,1,0,0,2,2,0

h,22.44,42.24,0,5,5,16,10,8,0,24,5,15,0,1,1,2,2,2,0,0,1,2,0

h,18.56,32.48,0,5,14,10,10,8,0,23,6,18,0,1,1,2,2,2,0,0,1,3,0

h,20.48,39.68,0,5,5,15,10,9,0,25,6,13,0,1,1,1,2,2,0,0,1,2,0

h,15.600000000000001,26.0,0,5,9,17,10,10,0,26,6,15,4,1,1,3,2,2,0,1,1,1,2

h,18.0,34.8,0,5,5,18,10,10,0,28,5,15,0,1,1,2,2,2,0,0,1,2,0

h,11.96,20.240000000000002,0,5,5,9,15,12,0,22,10,14,0,1,1,1,3,2,0,2,1,1,0

h,4.4,3.96,1,16,15,15,10,9,15,14,6,8,22,1,2,4,2,3,1,3,1,1,4

h,3.5999999999999996,8.4,1,5,6,18,13,7,0,14,12,23,0,1,0,2,3,1,0,0,2,5,0

h,3.84,5.279999999999999,1,6,12,11,19,13,6,20,11,20,4,1,1,2,3,3,0,2,3,2,3

h,4.16,6.24,1,6,14,12,15,16,2,22,11,22,6,1,1,2,2,3,0,3,3,1,3

h,4.8,8.4,1,5,8,18,12,12,0,19,14,22,0,1,0,3,2,2,0,2,4,3,0

h,12.48,22.08,1,5,5,14,14,4,0,22,9,11,0,1,1,2,3,0,0,0,1,1,0

h,9.600000000000001,15.200000000000001,0,5,6,17,14,5,0,25,9,13,0,1,1,3,3,1,0,4,1,1,0

h,8.8,15.200000000000001,1,5,6,13,17,11,0,29,10,13,0,1,1,2,3,3,0,6,1,3,0

h,9.600000000000001,15.200000000000001,0,5,5,10,16,10,13,15,9,9,0,1,1,1,3,2,0,3,1,1,0

h,7.56,16.8,1,5,7,11,14,7,0,25,4,15,0,1,1,2,2,2,0,0,1,1,0

h,4.760000000000001,10.88,1,5,13,14,15,12,0,30,12,17,0,1,2,2,3,3,0,0,1,3,0

h,8.36,13.68,1,4,7,13,13,14,4,23,9,15,0,1,0,2,2,3,0,3,1,1,0

h,7.6,13.68,1,4,9,11,13,8,0,22,2,21,0,1,0,2,3,2,0,0,1,0,0

h,6.12,10.88,1,5,11,11,0,5,0,11,6,15,0,1,2,3,0,0,0,1,0,2,0

h,6.0,8.4,1,7,6,4,3,6,2,7,0,11,6,1,2,1,0,1,0,1,0,0,3

h,4.760000000000001,10.88,1,5,8,8,10,11,0,24,5,13,0,1,1,2,2,2,0,0,1,1,0

h,8.64,22.08,0,5,5,11,11,8,0,11,19,10,0,1,1,1,3,2,0,0,2,1,0

h,2.4000000000000004,3.6,1,8,10,12,12,13,12,20,14,9,0,1,2,3,2,2,0,4,1,2,0

h,3.9200000000000004,7.280000000000001,1,6,10,10,7,9,0,19,7,16,0,1,2,2,1,2,0,0,3,0,0

i,7.840000000000001,30.240000000000002,1,3,0,4,5,7,0,4,13,2,0,1,0,0,1,1,0,0,5,1,0

i,6.24,26.0,1,4,0,4,5,6,0,2,16,1,0,1,0,0,1,1,0,0,4,1,0

i,5.6000000000000005,30.240000000000002,1,4,1,5,5,6,0,0,20,1,0,1,0,1,1,1,0,0,1,1,0

i,11.200000000000001,30.240000000000002,1,3,1,5,5,7,0,12,7,2,0,1,0,1,1,1,0,0,3,1,0

i,9.36,26.0,1,4,3,5,5,11,0,7,18,3,0,1,0,1,1,1,0,0,3,1,0

i,10.0,24.0,1,2,0,4,8,11,0,9,9,7,0,1,0,0,1,2,0,0,2,1,0

i,11.200000000000001,30.240000000000002,1,3,0,4,5,9,0,11,7,3,0,1,0,0,1,1,0,0,2,1,0

i,6.959999999999999,32.48,1,3,0,0,5,6,0,0,12,2,0,1,0,0,1,1,0,0,2,1,0

i,11.040000000000001,20.240000000000002,1,7,0,4,9,14,0,19,6,9,0,1,0,0,1,2,0,0,2,1,0

i,3.84,9.6,1,5,2,6,6,12,0,11,13,7,0,1,0,1,1,2,0,0,2,2,0

i,3.84,9.6,1,9,0,4,5,10,0,8,15,5,0,1,0,1,1,0,0,0,3,2,0

i,4.08,10.88,1,5,0,5,0,12,0,4,11,7,0,1,0,0,0,1,0,0,1,2,0

i,4.760000000000001,10.88,1,4,0,7,3,12,0,8,15,3,0,0,0,0,0,0,0,0,3,1,0

i,4.2,8.4,1,6,1,5,8,16,0,14,15,7,0,1,0,1,1,3,0,2,2,2,0

i,8.0,15.200000000000001,1,7,0,2,11,9,0,13,6,10,0,1,0,0,2,2,0,2,0,2,0

i,5.32,13.68,1,8,0,0,4,7,0,10,6,3,0,1,0,0,0,1,0,0,2,1,0

i,2.4,5.279999999999999,0,6,8,10,10,7,0,22,9,10,0,1,1,2,2,2,0,0,4,2,0

i,2.6,6.24,0,5,5,7,11,12,0,26,7,7,0,1,1,1,3,3,0,0,1,2,0

i,4.32,12.24,1,7,1,0,4,7,0,5,10,4,0,1,1,0,0,1,0,0,1,2,0

i,3.84,22.08,1,4,0,0,0,7,0,0,11,0,0,1,0,0,0,1,0,0,1,0,0

i,1.6,2.24,0,5,5,5,13,17,1,27,8,6,3,1,1,1,1,2,0,1,1,1,1

i,1.56,6.24,1,4,4,7,5,11,0,4,27,0,0,1,0,1,1,2,0,0,5,0,0

i,3.5999999999999996,12.24,1,3,0,0,0,9,0,1,8,3,0,1,0,0,0,0,0,0,2,1,0

i,2.8000000000000003,7.280000000000001,1,3,4,5,5,8,0,10,12,3,0,1,0,1,1,1,0,0,3,1,0

j,23.52,68.88,1,2,5,10,8,10,0,5,26,4,0,1,0,2,2,2,0,0,3,2,0

j,42.24,75.68,1,2,9,12,13,14,0,17,28,5,0,1,0,3,2,2,0,0,3,1,0

j,31.28,82.8,1,2,9,9,10,11,0,6,31,4,0,0,1,2,2,2,0,0,3,2,0

j,22.36,72.24,1,2,4,7,8,10,0,5,22,4,0,1,0,1,1,2,0,0,1,1,0

j,19.8,79.2,1,2,3,6,5,8,0,4,18,2,0,1,0,0,1,1,0,0,2,2,0

j,24.0,62.400000000000006,1,1,1,4,5,6,0,1,10,6,0,1,0,1,2,0,0,0,0,0,0

j,12.8,62.400000000000006,1,2,0,4,6,7,0,0,19,0,0,1,0,1,1,2,0,0,2,0,0

j,19.040000000000003,44.88,1,2,0,4,8,6,0,2,11,7,0,0,0,0,2,1,0,0,0,2,0

j,11.84,53.28,1,2,0,4,6,8,0,0,17,3,0,1,0,0,1,1,0,0,1,1,0

j,18.04,65.6,1,2,0,1,7,10,0,2,15,3,0,1,0,0,2,2,0,0,0,1,0

j,14.040000000000001,28.080000000000002,1,3,2,8,3,1,0,2,8,7,0,1,0,1,0,0,0,0,1,2,0

j,13.440000000000001,30.240000000000002,1,5,2,0,8,3,0,3,6,9,0,1,0,0,1,1,0,0,1,3,0

j,13.919999999999998,32.48,1,4,5,8,6,10,0,8,17,8,0,1,0,2,1,1,0,0,2,3,0

j,12.0,34.8,1,2,4,3,9,8,0,8,16,2,0,1,0,0,1,2,0,0,1,0,0

j,11.0,24.0,1,2,3,2,8,13,0,9,8,11,0,1,0,0,1,2,0,0,2,3,0

j,11.52,39.68,1,2,0,0,5,5,0,2,8,2,0,1,0,0,1,0,0,0,1,1,0

j,23.400000000000002,59.28,1,4,0,2,7,9,0,4,15,3,0,1,0,0,1,2,0,0,2,1,0

j,14.0,47.599999999999994,1,3,2,5,9,8,0,6,18,3,0,1,0,0,1,1,0,0,2,1,0

j,24.0,62.400000000000006,1,2,1,6,7,9,0,4,19,2,0,1,0,1,1,1,0,0,1,0,0

j,18.0,34.8,1,3,1,5,5,9,0,4,16,3,0,1,0,1,1,2,0,0,0,0,0

j,15.84,42.24,1,5,1,1,5,4,0,3,9,4,0,1,0,0,0,1,0,0,1,1,0

j,9.92,37.2,1,5,4,3,2,1,0,0,9,6,0,1,1,1,0,1,0,0,1,3,0

j,2.88,12.24,1,5,1,5,6,13,0,6,23,1,0,1,1,1,1,2,0,0,2,1,0

j,11.479999999999999,65.6,1,3,0,2,5,5,0,0,15,0,0,1,0,1,1,1,0,0,1,0,0

j,9.520000000000001,44.88,1,2,0,0,1,1,0,0,3,1,0,1,0,0,0,0,0,0,1,1,0

j,2.08,6.24,1,5,3,5,13,7,0,4,17,12,0,1,1,1,1,1,0,0,3,4,0

k,14.56,26.0,1,6,10,11,11,11,0,25,11,13,0,1,2,2,2,2,0,2,1,2,0

k,13.52,26.0,1,7,10,11,10,8,0,25,10,11,0,1,2,2,2,2,0,0,1,2,0

k,13.2,18.48,1,7,10,14,11,12,6,23,14,9,2,1,2,2,3,2,0,7,3,2,1

k,14.56,26.0,1,9,10,12,10,7,0,25,11,12,0,1,2,2,2,2,0,2,1,3,0

k,14.56,26.0,0,11,10,10,11,10,0,27,12,13,0,2,2,2,2,2,0,1,2,2,0

